"","treee","locality","file","x229E_brown","NL63_brown","HKU1_brown","OC43_brown","CoV2_brown","CoV2_star","CoV2_lambda","CoV2_OU"
"70","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/IQTREE_TreeTime.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/nov.csv",11.11111111,10,3.846153846,4.838709677,6.98617235480896,7.45179535932486,6.9863593494987,7.44899365825
"71","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/IQTREE_TreeTime.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/oct.csv",22.22222222,20,3.846153846,6.451612903,11.9395158239655,13.1365336199077,11.9399996472574,12.4430249556401
"72","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/IQTREE_TreeTime.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/sep.csv",11.11111111,15,11.53846154,8.064516129,11.1617941054507,11.4203204272824,11.3025074045633,11.42852219475
"73","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/RAxML_RelTime_non_recombinant.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/apr.csv",22.22222222,5,7.692307692,4.838709677,9.23744386375701,9.93831031518792,9.93255196883446,9.93822568317435
"74","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/RAxML_RelTime_non_recombinant.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/aug.csv",3.703703704,10,3.846153846,3.225806452,4.87753870243311,5.19391618916097,5.17077355630259,5.19386065707248
"75","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/RAxML_RelTime_non_recombinant.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/dec.csv",3.703703704,10,7.692307692,1.612903226,5.54239193866588,5.75222878062908,5.75156498549862,5.75219490503802
"76","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/RAxML_RelTime_non_recombinant.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/feb.csv",3.703703704,5,11.53846154,3.225806452,6.15612126278092,5.86699275158803,5.86925188994457,5.87030587121032
"77","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/RAxML_RelTime_non_recombinant.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/jan.csv",7.407407407,5,3.846153846,1.612903226,4.13513461173198,4.46661631741786,4.16829909917782,4.24853918353807
"78","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/RAxML_RelTime_non_recombinant.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/jul.csv",3.703703704,5,15.38461538,9.677419355,9.22183340620963,8.44143414438539,9.2211197185484,9.21782832946117
"79","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/RAxML_RelTime_non_recombinant.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/jun.csv",3.703703704,5,7.692307692,35.48387097,14.6145318806209,12.9699696108211,13.734029612423,13.2868128351427
"80","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/RAxML_RelTime_non_recombinant.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/mar.csv",3.703703704,5,11.53846154,11.29032258,8.5569801714654,7.88312155416729,8.55694868305336,8.55662602990889
"81","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/RAxML_RelTime_non_recombinant.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/may.csv",3.703703704,5,11.53846154,9.677419355,8.07680838990713,7.47989579380144,8.07669195188504,8.0763136263409
"82","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/RAxML_RelTime_non_recombinant.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/nov.csv",11.11111111,10,3.846153846,4.838709677,6.85618081915126,7.44899401175402,6.856200095331,6.8565094098194
"83","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/RAxML_RelTime_non_recombinant.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/oct.csv",22.22222222,20,3.846153846,6.451612903,11.6069930567995,13.1299981504424,11.6070485932421,11.6078111308854
"84","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/RAxML_RelTime_non_recombinant.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/sep.csv",11.11111111,15,11.53846154,8.064516129,11.1180418960612,11.4285223798945,11.3006808351646,11.3844605995532
